host_timestamp,arduino_timestamp,ax,ay,az,gx,gy,gz,temperature
398617820818600,117865,-0.0191,0.0227,-9.6096,0.0232,-0.0586,-0.0330,23.95
398617832031900,117876,-0.0156,0.0203,-9.6060,0.0232,-0.0586,-0.0330,23.95
398617843109200,117887,-0.0167,0.0179,-9.6120,0.0257,-0.0574,-0.0330,23.95
398617854973100,117899,-0.0215,0.0167,-9.6108,0.0269,-0.0574,-0.0342,23.95
398617865482400,117910,-0.0203,0.0156,-9.6084,0.0281,-0.0574,-0.0342,23.89
398617876457600,117921,-0.0167,0.0156,-9.6144,0.0330,-0.0550,-0.0342,23.89
398617888121000,117933,-0.0179,0.0120,-9.6060,0.0293,-0.0574,-0.0342,23.91
398617899067500,117944,-0.0203,0.0179,-9.6072,0.0293,-0.0562,-0.0330,23.93
398617910834300,117955,-0.0251,0.0227,-9.6072,0.0354,-0.0562,-0.0330,23.93
398617922758200,117967,-0.0299,0.0215,-9.6060,0.0318,-0.0574,-0.0330,23.91
398617933353700,117978,-0.0287,0.0144,-9.6072,0.0293,-0.0562,-0.0318,23.91
398617944787800,117989,-0.0215,0.0060,-9.6084,0.0244,-0.0574,-0.0330,23.89
398617956802300,118001,-0.0263,0.0024,-9.6048,0.0281,-0.0574,-0.0330,23.89
398617967750700,118012,-0.0239,0.0036,-9.6024,0.0293,-0.0574,-0.0342,23.91
398617979121100,118023,-0.0120,0.0000,-9.6120,0.0244,-0.0574,-0.0342,23.93
398617990041200,118034,-0.0096,0.0000,-9.6060,0.0281,-0.0574,-0.0330,23.93
398618001221200,118046,-0.0144,0.0036,-9.6024,0.0183,-0.0599,-0.0330,23.92
398618012349400,118057,-0.0203,0.0072,-9.6048,0.0208,-0.0586,-0.0330,23.92
398618023663600,118068,-0.0203,0.0144,-9.6072,0.0232,-0.0586,-0.0330,23.91
398618034827000,118080,-0.0215,0.0167,-9.6048,0.0257,-0.0586,-0.0330,23.91
398618046276800,118091,-0.0263,0.0084,-9.6084,0.0220,-0.0586,-0.0330,23.92
398618057479400,118103,-0.0275,0.0108,-9.6144,0.0208,-0.0599,-0.0330,23.93
398618068904400,118114,-0.0203,0.0072,-9.6072,0.0232,-0.0574,-0.0330,23.93
398618080357300,118125,-0.0144,0.0096,-9.6036,0.0232,-0.0586,-0.0330,23.91
398618091513900,118136,-0.0096,0.0108,-9.6084,0.0257,-0.0586,-0.0318,23.91
398618103198600,118148,-0.0084,0.0060,-9.6072,0.0318,-0.0562,-0.0330,23.91
398618114214000,118159,-0.0108,0.0036,-9.6024,0.0318,-0.0562,-0.0318,23.91
398618125585000,118171,-0.0167,0.0072,-9.6036,0.0305,-0.0574,-0.0318,23.94
398618136922800,118182,-0.0156,0.0132,-9.6072,0.0257,-0.0586,-0.0330,23.94
398618148149900,118193,-0.0203,0.0084,-9.6060,0.0183,-0.0599,-0.0330,23.93
